,id,text,label
7284,9283,"The suspected terrorist Osama bin Laden and the Taliban, his protectors in Afghanistan, have had a violent falling-out, raising the possibility that his days of refuge may be numbered, senior American officials said today.",17
15291,19720,"They followed one another down, down into a seven-story hole in Lower Manhattan yesterday, thousands of them, filling with their sorrow the space where their husbands and wives, mothers and fathers, sisters and brothers, sons and daughters, had died a year ago to the day. Some left cut flowers on the hard earth; some left photographs; some left whispered words.",14
12999,16906,A Russian airliner carrying 76 people including scores of Jewish holiday celebrants traveling from Tel Aviv to Novosibirsk in Siberia exploded and plunged into the Black Sea off Russia's coast today.,9
6773,8699,"Prime Minister Benjamin Netanyahu all but conceded that he expected his Government to fall on Monday and threatened to call new elections so he could avoid the humiliation of being evicted from office. He added that he would try one last time to get a majority of Parliament to stand behind his tough posture toward the Palestinians. His Cabinet said it would not hand over more West Bank land to the Palestinians on Friday, provoking an angry Arab response.",17
23022,29043,"TEHRAN, March 14 - Just weeks ago, the Iranian government's combative approach toward building a nuclear program produced rare public displays of unity here. Now, while the top leaders remain resolute in their course, cracks are opening both inside and outside the circles of power over the issue.",14
26923,14322,"In the nation's last undecided Senate race, Washington State Democrats believe that the incumbent Republican will win by a slim margin, depriving them of the seat they need for an even split of the chamber.",18
2326,3371,"Facing stiff reductions in Federal aid, the sprawling New York City Housing Authority is exploring what was once unthinkable: turning over some of its high-rise buildings to private managers and earning more money from all its projects by sharply increasing the number of tenants with jobs, who can pay more rent.",12
9720,12552,"Jhumpa Lahiri, 33, who was born in London and raised in Rhode Island, won the Pulitzer Prize for fiction yesterday for her first book, a collection of stories evoking the isolation and disconnection of South Asian immigrants in America.",20
2741,3885,"A military jury today found a former drill sergeant guilty of raping six female trainees, sending a clear signal throughout the armed forces that sexual misconduct will not be tolerated.",14
14144,18301,Palestinian officials warned that Israel must allow Yasir Arafat to travel to the Arab League meeting that opens Wednesday in Beirut. Page 24.,17
14790,19061,"Edward Berg has a pair of doctorates, one in philosophy and another in botany, but for the last decade he has been a forensic detective in the forest, trying to solve a large murder mystery.",6
13945,18058,"The Israeli government is considering releasing Yasir Arafat, the Palestinian leader, from the West Bank city of Ramallah, where it has used troops and tanks to confine him for more than two months, Israeli officials said today.",17
14299,18474,"After a week of meetings in the Vatican, the leader of America's Roman Catholic bishops said that Pope John Paul II was leaving it up to them to decide how to deal with the scandal surrounding sexual abuse by priests.",10
23949,30105,"A federal judge ruled yesterday that the National Security Agency's program to wiretap the international communications of some Americans without a court warrant violated the Constitution, and she ordered it shut down.",1
